Date,EURUSD18OCTFUT O,EURUSD18OCTFUT H,EURUSD18OCTFUT L,EURUSD18OCTFUT C,EURUSD18OCTFUT V
9/14/2018 3:58:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:57:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:56:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:55:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:54:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:53:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:52:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:51:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:50:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:49:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:48:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:47:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:46:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:45:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:44:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:43:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:42:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:41:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:40:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:39:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:38:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:37:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:36:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:35:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:34:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:33:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:32:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:31:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:30:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:29:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:28:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:27:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:26:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:25:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:24:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:23:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:22:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:21:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:20:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:19:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:18:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:17:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:16:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:15:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:14:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:13:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:12:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:11:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:10:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:09:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:08:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:07:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:06:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:05:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:04:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:03:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:02:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:01:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 3:00:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:59:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:58:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:57:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:56:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:55:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:54:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:53:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:52:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:51:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:50:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:49:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:48:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:47:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:46:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:45:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:44:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:43:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:42:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:41:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:40:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:39:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:38:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:37:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:36:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:35:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:34:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:33:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:32:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:31:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:30:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:29:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:28:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:27:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:26:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:25:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:24:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:23:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:22:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:21:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:20:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:19:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:18:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:17:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:16:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:15:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:14:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:13:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:12:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:11:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:10:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:09:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:08:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:07:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:06:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:05:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:04:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:03:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:02:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:01:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 2:00:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:59:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:58:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:57:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:56:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:55:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:54:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:53:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:52:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:51:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:50:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:49:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:48:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:47:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:46:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:45:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:44:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:43:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:42:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:41:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:40:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:39:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:38:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:37:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:36:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:35:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:34:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:33:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:32:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:31:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:30:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:29:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:28:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:27:00 PM,1.1744,1.1744,1.1744,1.1744,0
9/14/2018 1:26:00 PM,1.1744,1.1744,1.1744,1.1744,0
